signed_motif_type,intensity,coherence,intensity_random_mean,intensity_random_std,intensity_z_score
021D++,33.909524197183565,3.9995312885478387,70.26105943658426,30.295552225124595,-1.1998967693103735
021D+-,405.45774315232234,51.27395617191693,385.07283598878195,52.19788205423322,0.3905313081929382
021D--,448.30522565840715,64.56950676512685,530.6340593567686,63.508299294075506,-1.2963476366630031
021U++,16.88638442258047,1.9995865962020223,46.29646662196111,21.14635616640287,-1.3907872338832115
021U+-,281.09248788914454,35.567801825009134,317.7239782739987,19.85199179710915,-1.8452299778900991
021U--,389.58921558524463,54.840246803611635,399.9750082735987,24.511354895368502,-0.42371352920668154
021C++,83.55601682110469,9.998489327930825,109.17130279974103,26.633248120163934,-0.9617785207070969
021C+-,319.74218283420237,40.52432790546355,294.627468815214,55.23620862410804,0.4546784553932429
021C-+,257.65735861977714,33.29236927684109,311.3550796174526,49.006788298318455,-1.0957200596538164
021C--,821.5713295092794,110.42864545814068,886.766075607466,38.015150952654594,-1.7149674396764172
111D+++,0.0,0.0,0.0,1.2000000000000002,0.0
111D++-,108.55600252363517,14.668041343723255,113.7674467788265,26.13240519551183,-0.19942459242467186
111D+-+,89.57183283457184,11.757436903427694,137.06830436748282,26.550610190895966,-1.788903200017498
111D+--,30.127991687107485,4.606555440376425,5.3772313922981105,6.016016804140834,4.114144142312465
111D-++,0.0,0.0,0.0,1.2000000000000002,0.0
111D-+-,300.8854121941155,42.95108080685596,345.0175217166711,43.14755252532914,-1.0228183741510841
111D--+,319.5056169315907,44.704036947736185,353.6949359657641,56.098408871265505,-0.6094525624181426
111D---,12.153487425268967,1.8343359579147593,19.648191925043612,9.816373787932804,-0.7634901300302797
111U+++,0.0,0.0,0.0,1.2000000000000002,0.0
111U++-,101.45644371361874,13.639698041636295,117.27409352484992,23.65635577168576,-0.6686427091261151
111U+-+,80.02232222564507,10.700857590593326,119.48504325949798,29.35712857436189,-1.3442295943179001
111U+--,0.0,0.0,4.7043725671747625,7.797072618529426,-0.6033511289858982
111U-++,0.0,0.0,0.0,1.2000000000000002,0.0
111U-+-,274.09722437421635,39.10592116603212,342.59640279653763,24.293120554624053,-2.81969450027213
111U--+,340.33393799652794,47.71967567615255,302.24933939075976,33.320889814874604,1.1429646332183792
111U---,21.608676397259792,3.768372351099508,25.90217693441365,14.995072841398176,-0.28632742118467236
030T+++,0.0,0.0,0.0,1.2000000000000002,0.0
030T++-,0.0,0.0,0.0,1.2000000000000002,0.0
030T+-+,0.0,0.0,0.8500091272724951,2.687964874113032,-0.3162277660168379
030T+--,20.869299335013157,2.9421838312979345,1.4561598967940708,3.136054455548447,6.190306869152892
030T-++,0.0,0.0,0.7626971028343785,2.4118600097683,-0.316227766016838
030T-+-,15.724488477666448,1.989525552087103,2.162988736211939,3.5087723273653744,3.865026988410333
030T--+,0.0,0.0,1.6635111138524266,3.5138491943095542,-0.47341562539063214
030T---,26.59079485735354,3.9297653280052436,4.185406466751944,5.835479295554022,3.839511247631703
030C+++,0.0,0.0,0.0,1.2000000000000002,0.0
030C++-,0.0,0.0,0.8451622923599089,2.6726378363464365,-0.31622776601683794
030C+--,15.091392257381212,1.9813955356523079,2.422843635860553,3.908040264127849,3.2416627683716763
030C---,0.0,0.0,0.7068603490398966,2.2352886906276885,-0.3162277660168379
201++++,0.0,0.0,0.0,1.2000000000000002,0.0
201+++-,0.0,0.0,0.0,1.2000000000000002,0.0
201++-+,0.0,0.0,0.0,1.2000000000000002,0.0
201++--,0.0,0.0,0.0,1.2000000000000002,0.0
201+-+-,52.87797666208138,7.769135000918407,43.02781682865321,13.666417973749606,0.7207565180831081
201+--+,53.13202631617611,7.781061103776146,75.51740916489008,19.817304192019122,-1.1295876892140089
201+---,6.30963116716265,0.9338064469080449,9.382453753825434,6.358250170582639,-0.48328117079753175
201-+-+,30.23477858334193,3.9396812919029225,47.88271028461592,19.97514997619816,-0.883494327817452
201-+--,5.775955139726887,0.9482687110593426,5.277734540775855,5.9161977656575795,0.08421297236598632
201----,0.0,0.0,0.0,1.2000000000000002,0.0
120D++++,0.0,0.0,0.0,1.2000000000000002,0.0
120D+++-,8.381957111056055,0.9995958540860798,1.4649790983719595,3.088648129718003,2.2394839820473895
120D++--,0.0,0.0,0.0,1.2000000000000002,0.0
120D+-++,0.0,0.0,0.0,1.2000000000000002,0.0
120D+-+-,0.0,0.0,1.4859470073597811,4.698977025567894,-0.31622776601683794
120D+--+,6.62606311447099,0.9665520747088137,0.6952505016548511,2.1985751296039946,2.6975710463369027
120D+---,0.0,0.0,0.5460402077229549,1.7267307504360017,-0.31622776601683794
120D--++,0.0,0.0,0.0,1.2000000000000002,0.0
120D--+-,12.543617815556452,1.9594900885334148,3.6578245409556516,5.331338996908479,1.6667094851318718
120D----,0.0,0.0,0.0,1.2000000000000002,0.0
120U++++,0.0,0.0,0.0,1.2000000000000002,0.0
120U+++-,0.0,0.0,0.0,1.2000000000000002,0.0
120U++--,0.0,0.0,0.0,1.2000000000000002,0.0
120U+-++,0.0,0.0,0.0,1.2000000000000002,0.0
120U+-+-,0.0,0.0,1.5075460983231792,4.767279348401393,-0.3162277660168379
120U+--+,0.0,0.0,1.5631010767202185,3.296480865153625,-0.4741726527957182
